Age (bin),Age Group,Category,Color,Discount,Discount Count,Frequency of Purchases,Gender,Item,Location,Past Purchases,Payment Method,Season,Shipping Type,Size,Subscription Status,Table Name,Age,Customer,Previous Purchases,Product Count,Review Rating,Sales (USD)
20,18-24,Clothing,Lavender,No,0,Monthly,Male,T-shirt,North Carolina,4 - 6,Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,21,1712,4,1,4.7,198.24
30,25-34,Clothing,Orange,No,0,Quarterly,Male,Hoodie,New Mexico,"0
New",Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,30,1766,0,1,4.1,146.23
30,25-34,Clothing,Indigo,No,0,Weekly,Male,Shirt,New Mexico,1 - 3,Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,30,1685,2,1,4.6,198.5
30,35-44,Clothing,Gold,No,0,Fortnightly,Male,Shorts,South Carolina,1 - 3,Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,35,2245,3,1,4.8,21.66
40,35-44,Clothing,Lavender,No,0,Monthly,Male,T-shirt,Alaska,1 - 3,Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,43,1873,2,1,4.6,57.53
50,45-54,Clothing,Green,No,0,Monthly,Male,Socks,North Dakota,1 - 3,Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,50,2273,3,1,4.9,55.3
20,25-34,Clothing,Green,No,0,Quarterly,Male,Dress,Alaska,"0
New",Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,29,2272,0,1,3.4,462.08
50,45-54,Clothing,White,No,0,Quarterly,Male,Pants,Louisiana,"0
New",Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,54,1947,0,1,4.5,34.26
20,18-24,Clothing,Peach,No,0,Fortnightly,Male,Dress,Kentucky,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,24,2142,1,1,4.1,360.97
10,18-24,Clothing,Silver,No,0,Fortnightly,Male,Pants,North Dakota,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,19,2590,1,1,4.9,39.47
70,65-70,Clothing,Pink,No,0,Fortnightly,Male,Socks,Oklahoma,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,70,1957,3,1,4.9,21.69
20,18-24,Clothing,Gold,No,0,Monthly,Male,Dress,Wyoming,"0
New",Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,24,2582,0,1,4.7,106.76
40,35-44,Clothing,Brown,No,0,Monthly,Male,Socks,Louisiana,"0
New",Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,43,2394,0,1,5,296.33
20,18-24,Clothing,Cyan,No,0,Monthly,Male,Sweater,Vermont,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,24,2370,2,1,4.6,10.83
30,25-34,Clothing,Pink,No,0,Weekly,Male,Blouse,Minnesota,"0
New",Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,33,1686,0,1,4.6,33.12
20,18-24,Clothing,Red,No,0,Weekly,Male,Skirt,Alabama,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,20,2328,3,1,4.2,211.56
30,35-44,Clothing,Purple,No,0,Weekly,Male,Sweater,Kentucky,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,39,2526,3,1,4.2,76.01
60,65-70,Clothing,Beige,No,0,Fortnightly,Male,Dress,Massachusetts,4 - 6,Card,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,66,1755,4,1,3.8,197.75
20,25-34,Clothing,Turquoise,No,0,Monthly,Male,Sweater,South Carolina,"0
New",Card,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,26,2076,0,1,4.7,14.24
30,35-44,Clothing,Olive,No,0,Monthly,Male,Dress,Kansas,1 - 3,Card,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,37,2480,2,1,4.2,354.36
10,18-24,Clothing,Indigo,No,0,Monthly,Male,Dress,South Dakota,1 - 3,Card,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,19,2583,3,1,3.6,350.58
20,18-24,Clothing,Beige,No,0,Monthly,Male,Socks,Maine,4 - 6,Card,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,21,2494,5,1,4.8,10.83
30,25-34,Clothing,Blue,No,0,Weekly,Male,Shirt,Minnesota,1 - 3,Card,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,31,1969,2,1,4.2,71.19
20,25-34,Clothing,Cyan,No,0,Weekly,Male,Skirt,Massachusetts,1 - 3,Card,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,25,2531,2,1,3.6,353.09
40,35-44,Clothing,Magenta,No,0,Fortnightly,Male,Pants,Ohio,1 - 3,Card,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,41,1679,1,1,4.8,73.96
40,35-44,Clothing,Cyan,No,0,Monthly,Male,Pants,West Virginia,"0
New",Card,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,40,1965,0,1,4.6,36.8
30,35-44,Clothing,Purple,No,0,Monthly,Male,Skirt,Idaho,1 - 3,Card,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,35,1919,1,1,4.6,18.14
30,35-44,Clothing,White,No,0,Fortnightly,Male,Skirt,Connecticut,1 - 3,Card,Winter,Courier,S,Yes,Retail_Clothing_Sales.csv,38,2146,1,1,4.8,79.23
10,18-24,Clothing,Gold,No,0,Monthly,Male,Shirt,Washington,1 - 3,Card,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,19,1821,1,1,5,215.18
20,18-24,Clothing,Red,No,0,Monthly,Male,Skirt,Maryland,1 - 3,Card,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,24,1974,2,1,4.5,9.06
30,25-34,Clothing,Silver,No,0,Quarterly,Male,Jeans,California,4 - 6,Card,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,33,2406,4,1,5,295.58
30,35-44,Clothing,Brown,No,0,Weekly,Male,Blouse,Wisconsin,"0
New",Card,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,38,2190,0,1,4,212.75
20,25-34,Clothing,Green,No,0,Fortnightly,Male,Skirt,Colorado,1 - 3,Card,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,25,1954,2,1,4.8,18.13
20,18-24,Clothing,Orange,No,0,Fortnightly,Male,Dress,New York,4 - 6,Card,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,24,2507,4,1,4.4,111.92
20,25-34,Clothing,Brown,No,0,Quarterly,Male,Shorts,Utah,"0
New",Card,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,26,2277,0,1,4.6,78.97
30,35-44,Clothing,Gray,No,0,Monthly,Male,Blouse,Florida,"0
New",Card,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,38,2234,0,1,4.5,16.48
10,18-24,Clothing,Green,No,0,Fortnightly,Male,T-shirt,Texas,1 - 3,Card,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,19,2569,1,1,4.3,327.83
20,25-34,Clothing,Yellow,No,0,Fortnightly,Male,Shirt,Arizona,1 - 3,Card,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,28,2391,2,1,4.6,57.39
20,25-34,Clothing,Purple,No,0,Monthly,Male,Socks,Indiana,1 - 3,Card,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,27,2138,3,1,4.6,36.73
10,18-24,Clothing,Turquoise,No,0,Weekly,Male,T-shirt,Nebraska,4 - 6,Card,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,19,2149,4,1,4.6,29.68
20,25-34,Footwear,Gold,No,0,Monthly,Male,Shoes,Virginia,1 - 3,Card,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,26,2252,3,1,3.8,212.15
30,35-44,Footwear,Orange,No,0,Fortnightly,Male,Sandals,California,"0
New",Card,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,39,2089,0,1,4,153.44
30,35-44,Footwear,Pink,No,0,Monthly,Male,Sneakers,Minnesota,1 - 3,Card,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,37,2422,1,1,4.6,30.75
40,45-54,Footwear,Green,No,0,Monthly,Male,Boots,Kansas,4 - 6,Card,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,49,2335,6,1,4.2,98.49
30,25-34,Footwear,Violet,No,0,Quarterly,Male,Shoes,Michigan,"0
New",Card,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,33,1982,0,1,4.7,175.27
20,25-34,Footwear,White,No,0,Monthly,Male,Shoes,New Mexico,"0
New",Card,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,27,1816,0,1,4.5,76.36
20,18-24,Footwear,Green,No,0,Weekly,Male,Sneakers,Virginia,4 - 6,Card,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,24,1682,6,1,3.7,238.11
30,25-34,Footwear,Yellow,No,0,Fortnightly,Male,Sandals,Maryland,1 - 3,Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,30,2470,2,1,5,184.73
70,65-70,Footwear,Indigo,No,0,Weekly,Male,Boots,North Carolina,"0
New",Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,70,2128,0,1,4.5,29.69
20,25-34,Footwear,Teal,No,0,Fortnightly,Male,Sandals,Wisconsin,1 - 3,Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,25,2382,3,1,4.5,10.83
40,35-44,Footwear,Pink,No,0,Weekly,Male,Boots,Oregon,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,43,2402,2,1,4.2,87.78
10,18-24,Footwear,Red,No,0,Fortnightly,Male,Sneakers,Idaho,7 & more,Card,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,18,2283,7,1,4.2,297.85
50,45-54,Footwear,Gold,No,0,Monthly,Male,Shoes,Nebraska,"0
New",Card,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,50,2028,0,1,4.8,79.27
60,55-64,Footwear,Gray,No,0,Fortnightly,Male,Sneakers,New Hampshire,1 - 3,Card,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,60,1804,1,1,3.5,306.62
50,45-54,Footwear,Blue,No,0,Weekly,Male,Boots,Nevada,4 - 6,Card,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,50,1813,4,1,4.9,55.63
20,25-34,Footwear,White,No,0,Monthly,Male,Sandals,Kansas,4 - 6,Card,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,27,1743,4,1,4.3,102.92
20,18-24,Footwear,Maroon,No,0,Fortnightly,Male,Sneakers,Virginia,"0
New",Card,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,24,2430,0,1,4.4,45.26
20,25-34,Footwear,Cyan,No,0,Weekly,Male,Sandals,Arizona,"0
New",Card,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,26,1848,0,1,4.4,713.28
50,55-64,Footwear,Turquoise,No,0,Monthly,Male,Sandals,Maine,1 - 3,Card,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,56,2320,1,1,5,22.58
50,55-64,Footwear,Peach,No,0,Quarterly,Male,Shoes,Vermont,"0
New",Card,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,55,1942,0,1,3.3,474.33
40,35-44,Outerwear,Magenta,No,0,Quarterly,Male,Jacket,Michigan,1 - 3,Card,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,40,2520,3,1,4.9,161.96
50,55-64,Outerwear,Teal,No,0,Monthly,Male,Jacket,Connecticut,1 - 3,Card,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,56,2342,3,1,4.5,16.46
20,18-24,Outerwear,Yellow,No,0,Monthly,Male,Coat,Maine,"0
New",Card,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,20,2587,0,1,4.6,14.2
50,55-64,Outerwear,Silver,No,0,Weekly,Male,Coat,New Mexico,4 - 6,Card,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,55,2274,6,1,4.8,262.01
70,65-70,Outerwear,Olive,No,0,Monthly,Male,Jacket,Florida,1 - 3,Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,70,2427,2,1,4.6,26.48
30,25-34,Outerwear,Gray,No,0,Quarterly,Male,Jacket,Michigan,"0
New",Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,30,1925,0,1,4.8,55.56
30,35-44,Outerwear,Blue,No,0,Weekly,Male,Jacket,California,7 & more,Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,39,1893,8,1,4.6,15.71
40,45-54,Outerwear,Brown,No,0,Monthly,Male,Jacket,Maryland,1 - 3,Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,45,1787,3,1,4.6,19.04
20,25-34,Outerwear,Indigo,No,0,Quarterly,Male,Coat,Ohio,4 - 6,Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,28,2292,6,1,5,15.69
40,45-54,Outerwear,Pink,No,0,Quarterly,Male,Jacket,Missouri,"0
New",Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,49,1714,0,1,4.6,10.23
40,35-44,Outerwear,Green,No,0,Fortnightly,Male,Jacket,North Carolina,1 - 3,Card,Winter,Courier,S,Yes,Retail_Clothing_Sales.csv,41,2421,2,1,4.2,139.06
10,18-24,Outerwear,Lavender,No,0,Monthly,Male,Coat,Pennsylvania,"0
New",Card,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,18,2301,0,1,4.4,145.14
30,25-34,Outerwear,Purple,No,0,Fortnightly,Male,Jacket,Indiana,4 - 6,Card,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,31,1967,4,1,3.7,236.9
20,25-34,Accessories,Gold,No,0,Fortnightly,Male,Backpack,Rhode Island,1 - 3,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,28,2384,2,1,4.9,76.15
40,35-44,Accessories,Gold,No,0,Fortnightly,Male,Backpack,South Carolina,7 & more,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,43,2262,8,1,4.4,87.87
20,18-24,Accessories,Lavender,No,0,Monthly,Male,Belt,Alaska,1 - 3,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,20,2456,2,1,3.4,356.96
20,18-24,Accessories,Silver,No,0,Weekly,Male,Jewelry,Minnesota,1 - 3,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,21,1740,3,1,4.2,370.91
20,25-34,Accessories,Brown,No,0,Fortnightly,Male,Handbag,New Mexico,"0
New",Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,28,2141,0,1,3.7,162.58
40,35-44,Accessories,Lavender,No,0,Fortnightly,Male,Belt,Tennessee,4 - 6,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,43,2113,6,1,4.5,66.31
30,25-34,Accessories,Blue,No,0,Monthly,Male,Jewelry,Louisiana,"0
New",Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,33,1833,0,1,4.6,14.95
20,25-34,Accessories,Magenta,No,0,Weekly,Male,Backpack,Alabama,"0
New",Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,27,1916,0,1,4.7,82.12
20,18-24,Accessories,Gray,No,0,Weekly,Male,Belt,New York,4 - 6,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,21,2601,5,1,3.9,116.82
20,25-34,Accessories,Purple,No,0,Weekly,Male,Hat,Virginia,1 - 3,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,26,1817,3,1,4,98.77
40,45-54,Accessories,Brown,No,0,Weekly,Male,Scarf,Utah,1 - 3,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,45,2403,1,1,3.8,152.77
40,45-54,Accessories,Teal,No,0,Fortnightly,Male,Hat,Nebraska,"0
New",Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,49,2330,0,1,4.8,297.09
10,18-24,Accessories,Olive,No,0,Fortnightly,Male,Gloves,Massachusetts,1 - 3,Cash,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,19,2159,2,1,4.6,122.09
20,18-24,Accessories,Cyan,No,0,Weekly,Male,Gloves,Tennessee,4 - 6,Cash,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,21,2377,4,1,4.1,210.98
20,18-24,Accessories,Brown,No,0,Monthly,Male,Handbag,Virginia,7 & more,Cash,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,22,2315,8,1,4.4,234.92
20,25-34,Accessories,Turquoise,No,0,Quarterly,Male,Belt,Iowa,"0
New",Cash,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,25,1699,0,1,4.8,25.48
20,18-24,Clothing,Gold,No,0,Quarterly,Male,Sweater,Montana,7 & more,Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,20,1788,9,1,4.9,22.64
20,25-34,Clothing,Pink,No,0,Weekly,Male,Socks,Louisiana,"0
New",Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,25,1824,0,1,4.7,35.43
20,25-34,Clothing,Maroon,No,0,Weekly,Male,Shorts,Nevada,1 - 3,Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,25,1708,2,1,4.9,107.4
60,65-70,Clothing,Turquoise,No,0,Weekly,Male,T-shirt,Texas,4 - 6,Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,66,2459,4,1,4.6,127.22
20,25-34,Clothing,Beige,No,0,Monthly,Male,Dress,North Dakota,"0
New",Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,28,2087,0,1,4.7,153.57
30,25-34,Clothing,Teal,No,0,Fortnightly,Male,Skirt,Montana,"0
New",Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,34,1749,0,1,3.9,197.99
30,25-34,Clothing,Brown,No,0,Monthly,Male,Socks,Alaska,"0
New",Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,32,1770,0,1,4.3,85.02
40,35-44,Clothing,Beige,No,0,Fortnightly,Male,Blouse,Louisiana,"0
New",Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,43,2486,0,1,4.6,42.23
30,25-34,Clothing,Red,No,0,Fortnightly,Male,Socks,Indiana,"0
New",Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,31,2441,0,1,4.7,162.27
20,18-24,Clothing,Charcoal,No,0,Weekly,Male,Dress,New York,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,22,2570,1,1,4.8,84.77
30,35-44,Clothing,Magenta,No,0,Monthly,Male,Blouse,Kansas,"0
New",Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,37,2276,0,1,4.2,184.31
60,55-64,Clothing,Green,No,0,Monthly,Male,Hoodie,New Hampshire,"0
New",Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,60,2485,0,1,4.8,294.84
40,35-44,Clothing,Olive,No,0,Monthly,Male,Socks,Delaware,7 & more,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,43,1938,9,1,4.5,39.58
60,55-64,Clothing,Orange,No,0,Quarterly,Male,Socks,California,"0
New",Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,60,2298,0,1,4.7,117.21
30,25-34,Clothing,White,No,0,Quarterly,Male,Jeans,Montana,1 - 3,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,32,1815,2,1,3.8,186
30,25-34,Clothing,White,No,0,Weekly,Male,T-shirt,Delaware,1 - 3,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,32,1818,3,1,4.7,13.55
50,45-54,Clothing,Pink,No,0,Monthly,Male,Hoodie,Maine,"0
New",Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,50,1956,0,1,4.9,43.75
30,25-34,Clothing,Cyan,No,0,Monthly,Male,Blouse,Connecticut,1 - 3,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,33,1717,1,1,4.7,31.95
30,25-34,Clothing,Charcoal,No,0,Fortnightly,Male,Skirt,Missouri,1 - 3,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,33,2148,3,1,4.8,27.27
20,25-34,Clothing,Beige,No,0,Fortnightly,Male,T-shirt,Illinois,7 & more,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,28,1713,8,1,3.8,139.83
70,65-70,Clothing,Gold,No,0,Quarterly,Male,Dress,Connecticut,1 - 3,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,70,2310,2,1,5,235.32
20,18-24,Clothing,Green,No,0,Weekly,Male,Hoodie,Hawaii,1 - 3,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,21,1762,2,1,4.9,237.3
30,25-34,Clothing,Maroon,No,0,Fortnightly,Male,Shorts,Idaho,1 - 3,Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,31,2618,1,1,4.8,293.37
20,18-24,Clothing,Silver,No,0,Monthly,Male,T-shirt,Nevada,"0
New",Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,22,1905,0,1,4.2,73.79
20,25-34,Clothing,Pink,No,0,Quarterly,Male,Skirt,Maine,1 - 3,Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,29,2631,3,1,4.2,111.85
20,18-24,Clothing,Pink,No,0,Weekly,Male,T-shirt,Vermont,1 - 3,Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,20,1828,1,1,4.9,20.72
30,25-34,Clothing,Purple,No,0,Weekly,Male,Blouse,Arkansas,4 - 6,Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,32,1994,4,1,5,265.79
60,65-70,Clothing,Cyan,No,0,Fortnightly,Male,Shirt,Connecticut,1 - 3,Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,66,1823,3,1,4.4,127.77
30,25-34,Clothing,Charcoal,No,0,Monthly,Male,Jeans,South Dakota,4 - 6,Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,30,1715,5,1,4.4,73.92
30,25-34,Clothing,Brown,No,0,Quarterly,Male,Blouse,Vermont,"0
New",Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,32,2085,0,1,4,213.65
10,18-24,Clothing,Maroon,No,0,Monthly,Male,Socks,Vermont,1 - 3,Cash,Winter,Courier,S,Yes,Retail_Clothing_Sales.csv,18,2479,2,1,4.8,195.79
10,18-24,Clothing,Violet,No,0,Fortnightly,Male,Blouse,North Carolina,"0
New",Cash,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,19,1936,0,1,4.8,66.42
60,55-64,Clothing,Teal,No,0,Fortnightly,Male,Shirt,Rhode Island,1 - 3,Cash,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,60,1856,2,1,4.7,87.96
20,18-24,Clothing,Yellow,No,0,Fortnightly,Male,Shorts,Arizona,1 - 3,Cash,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,24,2563,2,1,4.7,53.34
30,25-34,Clothing,Orange,No,0,Weekly,Male,Pants,Missouri,1 - 3,Cash,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,30,2463,1,1,4.3,459.17
20,18-24,Clothing,Yellow,No,0,Weekly,Male,Jeans,Alabama,"0
New",Cash,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,21,1703,0,1,5,117.44
60,55-64,Clothing,Pink,No,0,Weekly,Male,Socks,Pennsylvania,"0
New",Cash,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,60,2364,0,1,4.2,98.44
10,18-24,Footwear,Gray,No,0,Monthly,Male,Shoes,New York,"0
New",Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,19,2164,0,1,4.5,50.24
20,25-34,Footwear,Gold,No,0,Monthly,Male,Sneakers,Montana,7 & more,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,27,2312,9,1,4.8,14.22
30,25-34,Footwear,Turquoise,No,0,Weekly,Male,Shoes,Nevada,"0
New",Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,30,2607,0,1,4.7,349.35
20,18-24,Footwear,Yellow,No,0,Weekly,Male,Shoes,Maryland,"0
New",Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,24,1953,0,1,4.6,112.84
10,18-24,Footwear,Purple,No,0,Fortnightly,Male,Sneakers,Minnesota,1 - 3,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,18,1778,3,1,4.7,28.6
20,18-24,Footwear,Beige,No,0,Monthly,Male,Sandals,West Virginia,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,24,2012,3,1,3.7,214.26
10,18-24,Footwear,Brown,No,0,Weekly,Male,Sandals,Texas,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,18,2466,3,1,4.4,55.33
30,25-34,Footwear,Teal,No,0,Fortnightly,Male,Boots,Idaho,4 - 6,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,33,1906,6,1,4.9,19.81
30,25-34,Footwear,Green,No,0,Monthly,Male,Shoes,Arkansas,4 - 6,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,31,2065,4,1,4,468.08
40,35-44,Footwear,Violet,No,0,Monthly,Male,Sandals,Texas,4 - 6,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,43,2532,6,1,4.6,14.21
20,18-24,Footwear,Charcoal,No,0,Weekly,Male,Boots,New York,"0
New",Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,24,2326,0,1,4.4,42.25
20,18-24,Footwear,Black,No,0,Weekly,Male,Sneakers,Hawaii,1 - 3,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,21,2436,1,1,4.5,13.52
40,45-54,Footwear,Maroon,No,0,Fortnightly,Male,Shoes,Nebraska,1 - 3,Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,48,2253,3,1,3.9,263.07
20,18-24,Footwear,Beige,No,0,Quarterly,Male,Sandals,Utah,"0
New",Cash,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,22,2210,0,1,4.5,9.05
30,25-34,Outerwear,Maroon,No,0,Fortnightly,Male,Jacket,Michigan,1 - 3,Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,33,2612,3,1,4.2,453.53
30,25-34,Outerwear,Gray,No,0,Monthly,Male,Coat,New Hampshire,"0
New",Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,33,1829,0,1,3.9,102.86
20,25-34,Outerwear,Orange,No,0,Fortnightly,Male,Jacket,Florida,"0
New",Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,28,2399,0,1,4.3,106.95
20,18-24,Outerwear,Cyan,No,0,Weekly,Male,Coat,Alabama,"0
New",Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,24,2082,0,1,4.3,94.81
30,25-34,Outerwear,Purple,No,0,Fortnightly,Male,Coat,Vermont,"0
New",Cash,Winter,Courier,S,Yes,Retail_Clothing_Sales.csv,33,2536,0,1,3.9,102.38
30,25-34,Outerwear,Olive,No,0,Fortnightly,Male,Jacket,Tennessee,"0
New",Cash,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,34,1694,0,1,4.9,146.35
20,18-24,Outerwear,White,No,0,Quarterly,Male,Jacket,North Dakota,"0
New",Cash,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,20,2431,0,1,4.3,670.7
